user_id,stage,txn_amount,customer_type,channel,tat_minutes
17,KYC Completed,10000,Repeat,Branch,13
17,Quote Viewed,10000,Repeat,Branch,83
17,Beneficiary Added,10000,Repeat,Branch,19
17,Payment Initiated,10000,Repeat,Branch,94
18,Login,50000,Repeat,Branch,107
19,Login,10000,New,Web,107
19,Initiated,10000,New,Web,113
20,Login,100000,Repeat,Mobile,63
20,Initiated,100000,Repeat,Mobile,119
21,Login,50000,Repeat,Web,61
21,Initiated,50000,Repeat,Web,10
21,KYC Completed,50000,Repeat,Web,32
21,Quote Viewed,50000,Repeat,Web,32
21,Beneficiary Added,50000,Repeat,Web,112
21,Payment Initiated,50000,Repeat,Web,48
22,Login,500000,Repeat,Branch,96
22,Initiated,500000,Repeat,Branch,93
22,KYC Completed,500000,Repeat,Branch,107
23,Login,50000,New,Mobile,81
23,Initiated,50000,New,Mobile,109
23,KYC Completed,50000,New,Mobile,7
23,Quote Viewed,50000,New,Mobile,107
23,Beneficiary Added,50000,New,Mobile,74
24,Login,500000,Repeat,Web,55
24,Initiated,500000,Repeat,Web,110
24,KYC Completed,500000,Repeat,Web,48
25,Login,500000,Repeat,Web,92
25,Initiated,500000,Repeat,Web,109
25,KYC Completed,500000,Repeat,Web,56
26,Login,10000,New,Web,43
26,Initiated,10000,New,Web,6
26,KYC Completed,10000,New,Web,7
26,Quote Viewed,10000,New,Web,117
26,Beneficiary Added,10000,New,Web,105
26,Payment Initiated,10000,New,Web,117
26,Completed,10000,New,Web,60
27,Login,10000,New,Web,58
27,Initiated,10000,New,Web,91
27,KYC Completed,10000,New,Web,105
27,Quote Viewed,10000,New,Web,100
28,Login,10000,Repeat,Web,48
28,Initiated,10000,Repeat,Web,94
29,Login,500000,Repeat,Branch,79
29,Initiated,500000,Repeat,Branch,60
29,KYC Completed,500000,Repeat,Branch,21
29,Quote Viewed,500000,Repeat,Branch,42
29,Beneficiary Added,500000,Repeat,Branch,28
30,Login,10000,Repeat,Web,116
30,Initiated,10000,Repeat,Web,20
30,KYC Completed,10000,Repeat,Web,101
30,Quote Viewed,10000,Repeat,Web,77
31,Login,500000,Repeat,Mobile,63
31,Initiated,500000,Repeat,Mobile,40
31,KYC Completed,500000,Repeat,Mobile,23
31,Quote Viewed,500000,Repeat,Mobile,94
31,Beneficiary Added,500000,Repeat,Mobile,71
31,Payment Initiated,500000,Repeat,Mobile,23
32,Login,500000,Repeat,Mobile,43
32,Initiated,500000,Repeat,Mobile,86
32,KYC Completed,500000,Repeat,Mobile,108
32,Quote Viewed,500000,Repeat,Mobile,5
32,Beneficiary Added,500000,Repeat,Mobile,15
33,Login,500000,Repeat,Web,98
33,Initiated,500000,Repeat,Web,46
33,KYC Completed,500000,Repeat,Web,103
33,Quote Viewed,500000,Repeat,Web,11
33,Beneficiary Added,500000,Repeat,Web,20
33,Payment Initiated,500000,Repeat,Web,94
33,Completed,500000,Repeat,Web,116
34,Login,10000,Repeat,Mobile,52
34,Initiated,10000,Repeat,Mobile,16
34,KYC Completed,10000,Repeat,Mobile,73
35,Login,10000,Repeat,Branch,103
35,Initiated,10000,Repeat,Branch,23
35,KYC Completed,10000,Repeat,Branch,52
36,Login,500000,Repeat,Web,28
36,Initiated,500000,Repeat,Web,79
36,KYC Completed,500000,Repeat,Web,117
36,Quote Viewed,500000,Repeat,Web,76
36,Beneficiary Added,500000,Repeat,Web,40
36,Payment Initiated,500000,Repeat,Web,42
37,Login,500000,Repeat,Branch,93
37,Initiated,500000,Repeat,Branch,103
37,KYC Completed,500000,Repeat,Branch,29
37,Quote Viewed,500000,Repeat,Branch,97
38,Login,50000,New,Web,39
38,Initiated,50000,New,Web,84
38,KYC Completed,50000,New,Web,65
38,Quote Viewed,50000,New,Web,45
39,Login,500000,Repeat,Mobile,52
39,Initiated,500000,Repeat,Mobile,24
39,KYC Completed,500000,Repeat,Mobile,12
39,Quote Viewed,500000,Repeat,Mobile,11
40,Login,100000,Repeat,Mobile,63
40,Initiated,100000,Repeat,Mobile,119
40,KYC Completed,100000,Repeat,Mobile,90
40,Quote Viewed,100000,Repeat,Mobile,26
41,Login,50000,Repeat,Web,58
41,Initiated,50000,Repeat,Web,12
41,KYC Completed,50000,Repeat,Web,31
41,Quote Viewed,50000,Repeat,Web,31
42,Login,50000,New,Mobile,68
42,Initiated,50000,New,Mobile,101
42,KYC Completed,50000,New,Mobile,73
42,Quote Viewed,50000,New,Mobile,65
42,Beneficiary Added,50000,New,Mobile,52
43,Login,100000,Repeat,Mobile,48
44,Login,500000,Repeat,Web,103
44,Initiated,500000,Repeat,Web,109
44,KYC Completed,500000,Repeat,Web,41
44,Quote Viewed,500000,Repeat,Web,28
44,Beneficiary Added,500000,Repeat,Web,97
44,Payment Initiated,500000,Repeat,Web,117
44,Completed,500000,Repeat,Web,50
45,Login,10000,Repeat,Mobile,89
45,Initiated,10000,Repeat,Mobile,36
46,Login,100000,New,Branch,29
46,Initiated,100000,New,Branch,110
46,KYC Completed,100000,New,Branch,99
47,Login,50000,Repeat,Web,36
47,Initiated,50000,Repeat,Web,51
48,Login,50000,New,Branch,6
48,Initiated,50000,New,Branch,94
48,KYC Completed,50000,New,Branch,21
48,Quote Viewed,50000,New,Branch,108
49,Login,10000,New,Web,97
49,Initiated,10000,New,Web,46
49,KYC Completed,10000,New,Web,30
49,Quote Viewed,10000,New,Web,103
50,Login,50000,Repeat,Mobile,11
50,Initiated,50000,Repeat,Mobile,61
51,Login,500000,Repeat,Mobile,114
51,Initiated,500000,Repeat,Mobile,20
52,Login,50000,Repeat,Branch,102
53,Login,50000,Repeat,Branch,29
54,Login,50000,Repeat,Mobile,62
54,Initiated,50000,Repeat,Mobile,90
54,KYC Completed,50000,Repeat,Mobile,53
54,Quote Viewed,50000,Repeat,Mobile,56
54,Beneficiary Added,50000,Repeat,Mobile,46
54,Payment Initiated,50000,Repeat,Mobile,74
55,Login,100000,New,Mobile,57
55,Initiated,100000,New,Mobile,64
55,KYC Completed,100000,New,Mobile,112
55,Quote Viewed,100000,New,Mobile,112
56,Login,10000,Repeat,Web,98
56,Initiated,10000,Repeat,Web,51
57,Login,100000,Repeat,Mobile,110
57,Initiated,100000,Repeat,Mobile,34
57,KYC Completed,100000,Repeat,Mobile,23
57,Quote Viewed,100000,Repeat,Mobile,21
57,Beneficiary Added,100000,Repeat,Mobile,67
57,Payment Initiated,100000,Repeat,Mobile,23
57,Completed,100000,Repeat,Mobile,96
58,Login,50000,New,Mobile,66
58,Initiated,50000,New,Mobile,27
58,KYC Completed,50000,New,Mobile,13
59,Login,500000,Repeat,Web,115
59,Initiated,500000,Repeat,Web,38
59,KYC Completed,500000,Repeat,Web,100
59,Quote Viewed,500000,Repeat,Web,52
59,Beneficiary Added,500000,Repeat,Web,93
59,Payment Initiated,500000,Repeat,Web,108
59,Completed,500000,Repeat,Web,113
60,Login,10000,Repeat,Mobile,67
60,Initiated,10000,Repeat,Mobile,73
60,KYC Completed,10000,Repeat,Mobile,26
60,Quote Viewed,10000,Repeat,Mobile,97
60,Beneficiary Added,10000,Repeat,Mobile,71
61,Login,500000,Repeat,Branch,61
61,Initiated,500000,Repeat,Branch,33
61,KYC Completed,500000,Repeat,Branch,82
61,Quote Viewed,500000,Repeat,Branch,96
61,Beneficiary Added,500000,Repeat,Branch,73
61,Payment Initiated,500000,Repeat,Branch,51
62,Login,10000,New,Web,80
62,Initiated,10000,New,Web,20
62,KYC Completed,10000,New,Web,94
62,Quote Viewed,10000,New,Web,94
62,Beneficiary Added,10000,New,Web,52
63,Login,10000,Repeat,Mobile,105
63,Initiated,10000,Repeat,Mobile,27
63,KYC Completed,10000,Repeat,Mobile,14
63,Quote Viewed,10000,Repeat,Mobile,73
64,Login,500000,New,Branch,23
65,Login,50000,Repeat,Mobile,20
65,Initiated,50000,Repeat,Mobile,28
65,KYC Completed,50000,Repeat,Mobile,84
65,Quote Viewed,50000,Repeat,Mobile,6
65,Beneficiary Added,50000,Repeat,Mobile,117
66,Login,500000,Repeat,Branch,16
66,Initiated,500000,Repeat,Branch,54
66,KYC Completed,500000,Repeat,Branch,39
66,Quote Viewed,500000,Repeat,Branch,37
66,Beneficiary Added,500000,Repeat,Branch,37
66,Payment Initiated,500000,Repeat,Branch,65
67,Login,100000,Repeat,Branch,44
67,Initiated,100000,Repeat,Branch,78
67,KYC Completed,100000,Repeat,Branch,47
67,Quote Viewed,100000,Repeat,Branch,48
67,Beneficiary Added,100000,Repeat,Branch,33
67,Payment Initiated,100000,Repeat,Branch,17
68,Login,500000,New,Web,118
69,Login,100000,New,Web,30
69,Initiated,100000,New,Web,78
69,KYC Completed,100000,New,Web,94
70,Login,50000,Repeat,Mobile,62
70,Initiated,50000,Repeat,Mobile,118
70,KYC Completed,50000,Repeat,Mobile,113
70,Quote Viewed,50000,Repeat,Mobile,79
71,Login,10000,New,Mobile,40
71,Initiated,10000,New,Mobile,14
71,KYC Completed,10000,New,Mobile,105
71,Quote Viewed,10000,New,Mobile,77
71,Beneficiary Added,10000,New,Mobile,28
71,Payment Initiated,10000,New,Mobile,68
72,Login,100000,Repeat,Web,100
72,Initiated,100000,Repeat,Web,28
72,KYC Completed,100000,Repeat,Web,27
73,Login,50000,Repeat,Mobile,27
73,Initiated,50000,Repeat,Mobile,93
73,KYC Completed,50000,Repeat,Mobile,103
73,Quote Viewed,50000,Repeat,Mobile,109
73,Beneficiary Added,50000,Repeat,Mobile,34
74,Login,10000,Repeat,Mobile,63
74,Initiated,10000,Repeat,Mobile,23
74,KYC Completed,10000,Repeat,Mobile,53
75,Login,500000,New,Mobile,13
75,Initiated,500000,New,Mobile,75
75,KYC Completed,500000,New,Mobile,32
75,Quote Viewed,500000,New,Mobile,82
75,Beneficiary Added,500000,New,Mobile,99
75,Payment Initiated,500000,New,Mobile,56
76,Login,100000,Repeat,Mobile,16
76,Initiated,100000,Repeat,Mobile,29
77,Login,500000,Repeat,Mobile,61
77,Initiated,500000,Repeat,Mobile,43
77,KYC Completed,500000,Repeat,Mobile,113
77,Quote Viewed,500000,Repeat,Mobile,57
77,Beneficiary Added,500000,Repeat,Mobile,46
77,Payment Initiated,500000,Repeat,Mobile,62
78,Login,100000,Repeat,Web,91
78,Initiated,100000,Repeat,Web,97
78,KYC Completed,100000,Repeat,Web,111
78,Quote Viewed,100000,Repeat,Web,79
79,Login,50000,Repeat,Mobile,112
79,Initiated,50000,Repeat,Mobile,21
79,KYC Completed,50000,Repeat,Mobile,106
79,Quote Viewed,50000,Repeat,Mobile,11
79,Beneficiary Added,50000,Repeat,Mobile,50
79,Payment Initiated,50000,Repeat,Mobile,17
80,Login,500000,New,Web,70
80,Initiated,500000,New,Web,9
80,KYC Completed,500000,New,Web,33
80,Quote Viewed,500000,New,Web,41
80,Beneficiary Added,500000,New,Web,42
80,Payment Initiated,500000,New,Web,87
81,Login,500000,New,Mobile,21
81,Initiated,500000,New,Mobile,75
81,KYC Completed,500000,New,Mobile,93
81,Quote Viewed,500000,New,Mobile,49
81,Beneficiary Added,500000,New,Mobile,8
81,Payment Initiated,500000,New,Mobile,40
82,Login,50000,Repeat,Branch,58
82,Initiated,50000,Repeat,Branch,43
82,KYC Completed,50000,Repeat,Branch,95
82,Quote Viewed,50000,Repeat,Branch,78
82,Beneficiary Added,50000,Repeat,Branch,94
82,Payment Initiated,50000,Repeat,Branch,23
83,Login,100000,Repeat,Mobile,96
84,Login,50000,New,Mobile,43
84,Initiated,50000,New,Mobile,5
84,KYC Completed,50000,New,Mobile,7
84,Quote Viewed,50000,New,Mobile,81
84,Beneficiary Added,50000,New,Mobile,96
84,Payment Initiated,50000,New,Mobile,66
85,Login,10000,New,Mobile,37
85,Initiated,10000,New,Mobile,42
86,Login,10000,Repeat,Mobile,65
86,Initiated,10000,Repeat,Mobile,51
86,KYC Completed,10000,Repeat,Mobile,25
86,Quote Viewed,10000,Repeat,Mobile,84
86,Beneficiary Added,10000,Repeat,Mobile,89
86,Payment Initiated,10000,Repeat,Mobile,79
86,Completed,10000,Repeat,Mobile,105
87,Login,500000,Repeat,Mobile,109
87,Initiated,500000,Repeat,Mobile,53
87,KYC Completed,500000,Repeat,Mobile,18
87,Quote Viewed,500000,Repeat,Mobile,19
88,Login,100000,Repeat,Web,20
88,Initiated,100000,Repeat,Web,91
88,KYC Completed,100000,Repeat,Web,61
88,Quote Viewed,100000,Repeat,Web,79
88,Beneficiary Added,100000,Repeat,Web,16
89,Login,50000,Repeat,Web,32
89,Initiated,50000,Repeat,Web,12
89,KYC Completed,50000,Repeat,Web,96
89,Quote Viewed,50000,Repeat,Web,40
90,Login,50000,New,Web,105
90,Initiated,50000,New,Web,45
90,KYC Completed,50000,New,Web,104
91,Login,500000,Repeat,Branch,37
91,Initiated,500000,Repeat,Branch,88
91,KYC Completed,500000,Repeat,Branch,81
91,Quote Viewed,500000,Repeat,Branch,96
92,Login,500000,New,Web,10
92,Initiated,500000,New,Web,86
93,Login,100000,Repeat,Branch,14
93,Initiated,100000,Repeat,Branch,60
93,KYC Completed,100000,Repeat,Branch,34
93,Quote Viewed,100000,Repeat,Branch,118
93,Beneficiary Added,100000,Repeat,Branch,113
93,Payment Initiated,100000,Repeat,Branch,9
93,Completed,100000,Repeat,Branch,37
94,Login,50000,Repeat,Branch,89
94,Initiated,50000,Repeat,Branch,30
94,KYC Completed,50000,Repeat,Branch,67
95,Login,10000,Repeat,Branch,37
95,Initiated,10000,Repeat,Branch,102
95,KYC Completed,10000,Repeat,Branch,109
95,Quote Viewed,10000,Repeat,Branch,103
95,Beneficiary Added,10000,Repeat,Branch,5
96,Login,10000,New,Web,73
96,Initiated,10000,New,Web,99
96,KYC Completed,10000,New,Web,9
96,Quote Viewed,10000,New,Web,106
96,Beneficiary Added,10000,New,Web,7
97,Login,10000,Repeat,Mobile,78
97,Initiated,10000,Repeat,Mobile,87
97,KYC Completed,10000,Repeat,Mobile,21
97,Quote Viewed,10000,Repeat,Mobile,89
97,Beneficiary Added,10000,Repeat,Mobile,82
97,Payment Initiated,10000,Repeat,Mobile,77
97,Completed,10000,Repeat,Mobile,114
98,Login,10000,Repeat,Mobile,69
98,Initiated,10000,Repeat,Mobile,117
98,KYC Completed,10000,Repeat,Mobile,108
99,Login,500000,New,Branch,30
99,Initiated,500000,New,Branch,38
100,Login,50000,Repeat,Branch,69
100,Initiated,50000,Repeat,Branch,58
100,KYC Completed,50000,Repeat,Branch,112
101,Login,10000,New,Branch,116
101,Initiated,10000,New,Branch,51
101,KYC Completed,10000,New,Branch,27
101,Quote Viewed,10000,New,Branch,83
102,Login,10000,Repeat,Web,107
102,Initiated,10000,Repeat,Web,42
102,KYC Completed,10000,Repeat,Web,68
102,Quote Viewed,10000,Repeat,Web,102
102,Beneficiary Added,10000,Repeat,Web,42
102,Payment Initiated,10000,Repeat,Web,54
103,Login,50000,Repeat,Branch,67
103,Initiated,50000,Repeat,Branch,102
103,KYC Completed,50000,Repeat,Branch,56
103,Quote Viewed,50000,Repeat,Branch,42
104,Login,10000,Repeat,Web,55
104,Initiated,10000,Repeat,Web,85
104,KYC Completed,10000,Repeat,Web,9
104,Quote Viewed,10000,Repeat,Web,33
104,Beneficiary Added,10000,Repeat,Web,8
105,Login,50000,Repeat,Web,88
105,Initiated,50000,Repeat,Web,92
105,KYC Completed,50000,Repeat,Web,73
105,Quote Viewed,50000,Repeat,Web,38
105,Beneficiary Added,50000,Repeat,Web,10
105,Payment Initiated,50000,Repeat,Web,57
106,Login,50000,New,Branch,79
106,Initiated,50000,New,Branch,119
106,KYC Completed,50000,New,Branch,115
106,Quote Viewed,50000,New,Branch,27
106,Beneficiary Added,50000,New,Branch,59
107,Login,500000,New,Web,8
107,Initiated,500000,New,Web,108
107,KYC Completed,500000,New,Web,8
107,Quote Viewed,500000,New,Web,60
107,Beneficiary Added,500000,New,Web,29
108,Login,100000,Repeat,Branch,54
108,Initiated,100000,Repeat,Branch,65
108,KYC Completed,100000,Repeat,Branch,55
108,Quote Viewed,100000,Repeat,Branch,23
108,Beneficiary Added,100000,Repeat,Branch,25
109,Login,10000,New,Web,25
109,Initiated,10000,New,Web,74
109,KYC Completed,10000,New,Web,5
110,Login,10000,Repeat,Web,53
110,Initiated,10000,Repeat,Web,82
110,KYC Completed,10000,Repeat,Web,94
110,Quote Viewed,10000,Repeat,Web,49
110,Beneficiary Added,10000,Repeat,Web,31
110,Payment Initiated,10000,Repeat,Web,77
111,Login,50000,Repeat,Mobile,60
111,Initiated,50000,Repeat,Mobile,98
111,KYC Completed,50000,Repeat,Mobile,111
111,Quote Viewed,50000,Repeat,Mobile,67
111,Beneficiary Added,50000,Repeat,Mobile,52
112,Login,10000,New,Mobile,103
112,Initiated,10000,New,Mobile,56
113,Login,100000,Repeat,Web,32
113,Initiated,100000,Repeat,Web,91
113,KYC Completed,100000,Repeat,Web,82
114,Login,500000,Repeat,Web,60
115,Login,100000,Repeat,Branch,111
115,Initiated,100000,Repeat,Branch,115
115,KYC Completed,100000,Repeat,Branch,113
115,Quote Viewed,100000,Repeat,Branch,22
115,Beneficiary Added,100000,Repeat,Branch,42
115,Payment Initiated,100000,Repeat,Branch,103
116,Login,100000,New,Mobile,32
116,Initiated,100000,New,Mobile,78
116,KYC Completed,100000,New,Mobile,43
116,Quote Viewed,100000,New,Mobile,61
116,Beneficiary Added,100000,New,Mobile,21
117,Login,100000,New,Web,21
117,Initiated,100000,New,Web,17
118,Login,500000,Repeat,Web,113
118,Initiated,500000,Repeat,Web,22
118,KYC Completed,500000,Repeat,Web,115
118,Quote Viewed,500000,Repeat,Web,104
118,Beneficiary Added,500000,Repeat,Web,115
118,Payment Initiated,500000,Repeat,Web,90
119,Login,50000,Repeat,Mobile,46
119,Initiated,50000,Repeat,Mobile,45
119,KYC Completed,50000,Repeat,Mobile,105
119,Quote Viewed,50000,Repeat,Mobile,10
119,Beneficiary Added,50000,Repeat,Mobile,56
120,Login,50000,Repeat,Branch,113
120,Initiated,50000,Repeat,Branch,74
120,KYC Completed,50000,Repeat,Branch,105
120,Quote Viewed,50000,Repeat,Branch,37
121,Login,10000,New,Web,116
121,Initiated,10000,New,Web,8
121,KYC Completed,10000,New,Web,98
121,Quote Viewed,10000,New,Web,79
122,Login,50000,New,Branch,13
122,Initiated,50000,New,Branch,7
123,Login,100000,New,Mobile,99
123,Initiated,100000,New,Mobile,10
123,KYC Completed,100000,New,Mobile,70
123,Quote Viewed,100000,New,Mobile,88
123,Beneficiary Added,100000,New,Mobile,96
123,Payment Initiated,100000,New,Mobile,79
123,Completed,100000,New,Mobile,8
124,Login,100000,Repeat,Mobile,106
124,Initiated,100000,Repeat,Mobile,55
124,KYC Completed,100000,Repeat,Mobile,66
124,Quote Viewed,100000,Repeat,Mobile,61
125,Login,50000,Repeat,Web,48
125,Initiated,50000,Repeat,Web,9
125,KYC Completed,50000,Repeat,Web,74
126,Login,50000,New,Branch,24
126,Initiated,50000,New,Branch,117
126,KYC Completed,50000,New,Branch,16
127,Login,100000,Repeat,Web,41
127,Initiated,100000,Repeat,Web,15
127,KYC Completed,100000,Repeat,Web,104
128,Login,10000,Repeat,Mobile,14
128,Initiated,10000,Repeat,Mobile,9
128,KYC Completed,10000,Repeat,Mobile,27
128,Quote Viewed,10000,Repeat,Mobile,14
129,Login,500000,New,Web,67
129,Initiated,500000,New,Web,105
130,Login,10000,Repeat,Branch,42
130,Initiated,10000,Repeat,Branch,39
130,KYC Completed,10000,Repeat,Branch,98
130,Quote Viewed,10000,Repeat,Branch,99
131,Login,10000,Repeat,Web,79
131,Initiated,10000,Repeat,Web,13
132,Login,50000,New,Branch,68
132,Initiated,50000,New,Branch,26
132,KYC Completed,50000,New,Branch,64
132,Quote Viewed,50000,New,Branch,68
132,Beneficiary Added,50000,New,Branch,97
132,Payment Initiated,50000,New,Branch,76
132,Completed,50000,New,Branch,15
133,Login,10000,Repeat,Web,41
133,Initiated,10000,Repeat,Web,9
133,KYC Completed,10000,Repeat,Web,87
133,Quote Viewed,10000,Repeat,Web,82
133,Beneficiary Added,10000,Repeat,Web,30
133,Payment Initiated,10000,Repeat,Web,66
134,Login,500000,New,Web,44
134,Initiated,500000,New,Web,76
134,KYC Completed,500000,New,Web,43
134,Quote Viewed,500000,New,Web,108
135,Login,50000,Repeat,Mobile,27
135,Initiated,50000,Repeat,Mobile,67
135,KYC Completed,50000,Repeat,Mobile,19
136,Login,10000,New,Mobile,70
136,Initiated,10000,New,Mobile,82
136,KYC Completed,10000,New,Mobile,57
136,Quote Viewed,10000,New,Mobile,108
137,Login,500000,Repeat,Branch,71
137,Initiated,500000,Repeat,Branch,11
137,KYC Completed,500000,Repeat,Branch,55
137,Quote Viewed,500000,Repeat,Branch,76
138,Login,50000,New,Branch,37
138,Initiated,50000,New,Branch,98
138,KYC Completed,50000,New,Branch,107
138,Quote Viewed,50000,New,Branch,31
138,Beneficiary Added,50000,New,Branch,40
138,Payment Initiated,50000,New,Branch,33
139,Login,50000,Repeat,Mobile,59
139,Initiated,50000,Repeat,Mobile,37
139,KYC Completed,50000,Repeat,Mobile,72
140,Login,50000,Repeat,Mobile,101
140,Initiated,50000,Repeat,Mobile,42
140,KYC Completed,50000,Repeat,Mobile,17
140,Quote Viewed,50000,Repeat,Mobile,35
140,Beneficiary Added,50000,Repeat,Mobile,51
140,Payment Initiated,50000,Repeat,Mobile,104
141,Login,10000,New,Branch,9
141,Initiated,10000,New,Branch,33
141,KYC Completed,10000,New,Branch,51
141,Quote Viewed,10000,New,Branch,72
141,Beneficiary Added,10000,New,Branch,80
141,Payment Initiated,10000,New,Branch,49
142,Login,50000,New,Branch,40
142,Initiated,50000,New,Branch,30
142,KYC Completed,50000,New,Branch,47
142,Quote Viewed,50000,New,Branch,31
142,Beneficiary Added,50000,New,Branch,73
143,Login,500000,New,Web,10
143,Initiated,500000,New,Web,76
143,KYC Completed,500000,New,Web,27
144,Login,100000,New,Branch,17
144,Initiated,100000,New,Branch,108
144,KYC Completed,100000,New,Branch,66
145,Login,50000,Repeat,Branch,47
145,Initiated,50000,Repeat,Branch,80
145,KYC Completed,50000,Repeat,Branch,112
145,Quote Viewed,50000,Repeat,Branch,104
145,Beneficiary Added,50000,Repeat,Branch,116
146,Login,500000,Repeat,Mobile,110
146,Initiated,500000,Repeat,Mobile,117
146,KYC Completed,500000,Repeat,Mobile,96
146,Quote Viewed,500000,Repeat,Mobile,35
146,Beneficiary Added,500000,Repeat,Mobile,13
147,Login,50000,New,Web,90
147,Initiated,50000,New,Web,15
147,KYC Completed,50000,New,Web,27
147,Quote Viewed,50000,New,Web,5
147,Beneficiary Added,50000,New,Web,50
147,Payment Initiated,50000,New,Web,105
147,Completed,50000,New,Web,25
148,Login,50000,Repeat,Web,5
148,Initiated,50000,Repeat,Web,67
148,KYC Completed,50000,Repeat,Web,58
148,Quote Viewed,50000,Repeat,Web,59
148,Beneficiary Added,50000,Repeat,Web,119
148,Payment Initiated,50000,Repeat,Web,44
149,Login,100000,New,Mobile,78
149,Initiated,100000,New,Mobile,56
149,KYC Completed,100000,New,Mobile,61
149,Quote Viewed,100000,New,Mobile,30
149,Beneficiary Added,100000,New,Mobile,45
150,Login,100000,New,Mobile,42
150,Initiated,100000,New,Mobile,6
150,KYC Completed,100000,New,Mobile,11
150,Quote Viewed,100000,New,Mobile,86
150,Beneficiary Added,100000,New,Mobile,95
150,Payment Initiated,100000,New,Mobile,38
151,Login,100000,Repeat,Branch,55
152,Login,50000,New,Branch,92
152,Initiated,50000,New,Branch,37
152,KYC Completed,50000,New,Branch,53
153,Login,10000,Repeat,Web,118
153,Initiated,10000,Repeat,Web,89
153,KYC Completed,10000,Repeat,Web,53
154,Login,100000,Repeat,Mobile,90
154,Initiated,100000,Repeat,Mobile,96
155,Login,100000,Repeat,Mobile,100
155,Initiated,100000,Repeat,Mobile,17
155,KYC Completed,100000,Repeat,Mobile,98
156,Login,100000,Repeat,Branch,34
156,Initiated,100000,Repeat,Branch,33
156,KYC Completed,100000,Repeat,Branch,53
157,Login,10000,New,Branch,82
157,Initiated,10000,New,Branch,119
158,Login,100000,Repeat,Web,118
158,Initiated,100000,Repeat,Web,98
158,KYC Completed,100000,Repeat,Web,42
158,Quote Viewed,100000,Repeat,Web,55
159,Login,100000,New,Mobile,7
159,Initiated,100000,New,Mobile,36
160,Login,50000,New,Web,101
160,Initiated,50000,New,Web,91
160,KYC Completed,50000,New,Web,59
160,Quote Viewed,50000,New,Web,96
161,Login,500000,Repeat,Mobile,61
161,Initiated,500000,Repeat,Mobile,71
161,KYC Completed,500000,Repeat,Mobile,92
161,Quote Viewed,500000,Repeat,Mobile,91
162,Login,100000,Repeat,Web,105
162,Initiated,100000,Repeat,Web,71
162,KYC Completed,100000,Repeat,Web,55
163,Login,10000,Repeat,Web,92
163,Initiated,10000,Repeat,Web,82
