user_id,stage,txn_amount,customer_type,channel,tat_minutes
565988300,KYC Completed,500000,Repeat,Branch,111
559972043,KYC Completed,100000,New,Web,44
533693945,KYC Completed,100000,Repeat,Mobile,69
552419239,KYC Completed,100000,New,Web,9
563121421,KYC Completed,500000,Repeat,Web,34
531135797,KYC Completed,50000,New,Web,86
517420503,KYC Completed,50000,Repeat,Branch,49
564387382,KYC Completed,500000,New,Branch,105
520089354,KYC Completed,100000,Repeat,Mobile,62
546964058,KYC Completed,100000,Repeat,Mobile,43
521476341,KYC Completed,50000,Repeat,Web,16
565315025,KYC Completed,100000,Repeat,Web,38
566378268,KYC Completed,10000,Repeat,Web,113
518324787,KYC Completed,50000,Repeat,Branch,18
557270776,KYC Completed,100000,Repeat,Branch,42
539673869,KYC Completed,50000,New,Mobile,20
560679825,KYC Completed,10000,Repeat,Web,110
513360290,KYC Completed,50000,Repeat,Web,65
560075924,KYC Completed,50000,New,Branch,63
519206345,KYC Completed,50000,Repeat,Mobile,79
519912116,KYC Completed,50000,New,Web,101
557907552,KYC Completed,10000,New,Web,83
512413530,KYC Completed,500000,New,Mobile,116
543807425,KYC Completed,50000,New,Web,110
536475126,KYC Completed,50000,Repeat,Branch,78
